Sample,Response Base,File Name,Sample Type,Weight_mg,Nitrogen area_mV.s,Nitrogen_mg,Nitrogen_%,Carbon area_mV.s,Carbon_mg,Carbon_%,Nitrogen_Carbon,Nitrogen area_%,Carbon area_%,Comments,Flag
P1093_C5,Area,Jones_JS_POC_run13_040115_017.prm,Unknown,0,29.9112,0.01076448,10.93161788,570.5329,0.08770658,89.06838212,0.052621706,0.049815129,0.950184871,,0
P1094_C6,Area,Jones_JS_POC_run13_040115_018.prm,Unknown,0,42.4855,0.0157942,9.521756341,882.4033,0.15008066,90.47824366,0.045120816,0.045935792,0.954064208,,0
P1095_C7,Area,Jones_JS_POC_run13_040115_019.prm,Unknown,0,38.8182,0.01432728,11.666769,674.3845,0.1084769,88.333231,0.056627909,0.054428005,0.945571995,,0
P1096_C8,Area,Jones_JS_POC_run13_040115_020.prm,Unknown,0,71.0218,0.02720872,13.48721678,1004.6419,0.17452838,86.51278322,0.066841486,0.066026027,0.933973973,,0
P1097_C9,Area,Jones_JS_POC_run13_040115_021.prm,Unknown,0,39.5962,0.01463848,13.0214827,620.8972,0.09777944,86.9785173,0.064187799,0.059949426,0.940050574,,0
P1098_C10,Area,Jones_JS_POC_run13_040115_022.prm,Unknown,0,37.2381,0.01369524,12.97173377,591.4116,0.09188232,87.02826623,0.063906015,0.059235056,0.940764944,,0
P1099_C11,Area,Jones_JS_POC_run13_040115_023.prm,Unknown,0,50.2059,0.01888236,15.58465869,643.3878,0.10227756,84.41534131,0.079155292,0.072385173,0.927614827,,0
P1100_C12,Area,Jones_JS_POC_run13_040115_024.prm,Unknown,0,43.7813,0.01631252,12.23308473,717.1752,0.11703504,87.76691527,0.059759808,0.057534563,0.942465437,,0
control_B4,Area,Jones_JS_POC_run13_040115_025.prm,Unknown,1.209,323.3817,0.12815268,10.33567639,5690.767,1.1117534,89.66432361,0.049422336,0.053770154,0.946229846,,0
P1101_D1,Area,Jones_JS_POC_run13_040115_026.prm,Unknown,0,34.6351,0.01265404,13.03637068,554.0658,0.08441316,86.96362932,0.064272188,0.058833102,0.941166898,,0
P1102_D2,Area,Jones_JS_POC_run13_040115_027.prm,Unknown,0,49.2868,0.01851472,11.54891687,841.0046,0.14180092,88.45108313,0.055981192,0.055360301,0.944639699,,0
P1103_D3,Area,Jones_JS_POC_run13_040115_028.prm,Unknown,0,61.0681,0.02322724,11.62173778,1015.1653,0.17663306,88.37826222,0.056380595,0.056742432,0.943257568,,0
P1104_D4,Area,Jones_JS_POC_run13_040115_029.prm,Unknown,0,46.205,0.017282,14.34060675,648.1447,0.10322894,85.65939325,0.071778863,0.066544279,0.933455721,,0
P1105_D5,Area,Jones_JS_POC_run13_040115_030.prm,Unknown,0,46.9868,0.01759472,13.49622644,695.8649,0.11277298,86.50377356,0.066893104,0.063251925,0.936748075,,0
P1106_D6,Area,Jones_JS_POC_run13_040115_031.prm,Unknown,0,44.4388,0.01657552,12.66053358,703.7362,0.11434724,87.33946642,0.062150628,0.059396264,0.940603736,,0
P1107_D7,Area,Jones_JS_POC_run13_040115_032.prm,Unknown,0,48.7814,0.01831256,13.10226956,739.2688,0.12145376,86.89773044,0.064646072,0.061901386,0.938098614,,0
P1108_D8,Area,Jones_JS_POC_run13_040115_033.prm,Unknown,0,26.0129,0.00920516,9.338841785,578.8169,0.08936338,90.66115822,0.044164752,0.043008628,0.956991372,,0
P1109_D9,Area,Jones_JS_POC_run13_040115_034.prm,Unknown,0,47.2975,0.017719,15.72514586,606.802,0.0949604,84.27485414,0.080001976,0.072309335,0.927690665,,0
P1110_D10,Area,Jones_JS_POC_run13_040115_035.prm,Unknown,0,61.7723,0.02350892,11.67955783,1020.8685,0.1777737,88.32044217,0.056698192,0.057057059,0.942942941,,0
P1111_D11,Area,Jones_JS_POC_run13_040115_036.prm,Unknown,0,31.8327,0.01153308,14.76028682,465.014,0.0666028,85.23971318,0.07424323,0.06406946,0.93593054,,0
P1112_D12,Area,Jones_JS_POC_run13_040115_037.prm,Unknown,0,45.8964,0.01715856,14.79956039,625.9055,0.0987811,85.20043961,0.074475088,0.068318354,0.931681646,,0
control_B3,Area,Jones_JS_POC_run13_040115_038.prm,Unknown,1.248,284.9097,0.11276388,10.44636439,4965.4593,0.96669186,89.55363561,0.050013355,0.0542647,0.9457353,,0
P1113_E1,Area,Jones_JS_POC_run13_040115_039.prm,Unknown,0,29.0997,0.01043988,19.93425439,341.6584,0.04193168,80.06574561,0.106747395,0.078487024,0.921512976,,0
P1114_E2,Area,Jones_JS_POC_run13_040115_040.prm,Unknown,0,32.6681,0.01186724,18.10391041,400.4173,0.05368346,81.89608959,0.09477925,0.075431081,0.924568919,,0
P1115_E3,Area,Jones_JS_POC_run13_040115_041.prm,Unknown,0,34.9815,0.0127926,17.12974531,441.4401,0.06188802,82.87025469,0.088625005,0.073425512,0.926574488,,0
P1122_E10,Area,Jones_JS_POC_run13_040115_042.prm,Unknown,0,57.9867,0.02199468,12.88165873,875.7474,0.14874948,87.11834127,0.063396639,0.062101941,0.937898059,,0
P1123_E11,Area,Jones_JS_POC_run13_040115_043.prm,Unknown,0,82.5542,0.03182168,13.12043778,1185.5676,0.21071352,86.87956222,0.06474925,0.065099583,0.934900417,,0
P1124_E12,Area,Jones_JS_POC_run13_040115_044.prm,Unknown,0,48.8987,0.01835948,13.13213982,739.2311,0.12144622,86.86786018,0.06481573,0.062043968,0.937956032,,0
P1125_F1,Area,Jones_JS_POC_run13_040115_045.prm,Unknown,0,26.1474,0.00925896,22.72753158,289.4,0.03148,77.27246842,0.126104774,0.08286362,0.91713638,,0
P1126_F2,Area,Jones_JS_POC_run13_040115_046.prm,Unknown,0,28.2714,0.01010856,12.54172486,484.4544,0.07049088,87.45827514,0.061483758,0.055139414,0.944860586,,0
P1127_F3,Area,Jones_JS_POC_run13_040115_047.prm,Unknown,0,33.4578,0.01218312,14.47143265,492.0213,0.07200426,85.52856735,0.07254448,0.063671038,0.936328962,,0
P1128_F4,Area,Jones_JS_POC_run13_040115_048.prm,Unknown,0,40.6501,0.01506004,14.96952527,559.7231,0.08554462,85.03047473,0.075480969,0.067708052,0.932291948,,0
P1129_F5,Area,Jones_JS_POC_run13_040115_049.prm,Unknown,0,34.3832,0.01255328,15.1299279,484.0829,0.07041658,84.8700721,0.076433955,0.066317161,0.933682839,,0
P1130_F6,Area,Jones_JS_POC_run13_040115_050.prm,Unknown,0,33.6325,0.012253,19.41784191,386.2438,0.05084876,80.58215809,0.103315649,0.080100973,0.919899027,,0
control_E4,Area,Jones_JS_POC_run13_040115_051.prm,Unknown,0.418,93.9538,0.03638152,11.88275768,1480.9458,0.26978916,88.11724232,0.057817643,0.059657009,0.940342991,,0
P1131_F7,Area,Jones_JS_POC_run13_040115_052.prm,Unknown,0,27.0691,0.00962764,16.33885347,378.4859,0.04929718,83.66114653,0.083733994,0.066745817,0.933254183,,0
P1132_F8,Area,Jones_JS_POC_run13_040115_053.prm,Unknown,0,40.4665,0.0149866,14.92136677,559.2529,0.08545058,85.07863323,0.075195551,0.067475723,0.932524277,,0
P1133_F9,Area,Jones_JS_POC_run13_040115_054.prm,Unknown,0,32.6514,0.01186056,17.44545831,412.6298,0.05612596,82.55454169,0.0906036,0.073327596,0.926672404,,0
P1134_F10,Area,Jones_JS_POC_run13_040115_055.prm,Unknown,0,48.4776,0.01819104,13.55017943,712.292,0.1160584,86.44982057,0.067202432,0.063721789,0.936278211,,0
P1135_F11,Area,Jones_JS_POC_run13_040115_056.prm,Unknown,0,38.8474,0.01433896,14.41010268,557.8367,0.08516734,85.58989732,0.072185275,0.065105472,0.934894528,,0
P1136_F12,Area,Jones_JS_POC_run13_040115_057.prm,Unknown,0,33.1769,0.01207076,12.15858388,568.0346,0.08720692,87.84141612,0.059345489,0.055183409,0.944816591,,0
